project_number,employee_number,assignment_start,assignment_end 
20132,11022,2022-07-02,2023-09-23
20006,11022,2023-09-28,2023-10-02
20132,11023,2022-08-19,2022-11-20
20132,11023,2022-12-17,2023-09-18
20063,11023,2023-10-16,2024-04-14
20103,11023,2024-05-04,2024-12-13
20033,11023,2025-01-20,2025-04-14
20058,11024,2022-07-06,2022-12-02
20146,11024,2022-12-30,2023-04-22
20108,11025,2017-11-29,2018-07-05
20083,11025,2018-07-24,2018-09-10
20072,11025,2018-10-11,2019-01-28
20041,11025,2019-02-07,2019-09-08
20011,11025,2019-09-17,2020-04-15
20085,11025,2020-04-29,2020-08-20
20119,11025,2020-09-10,2021-01-29
20138,11025,2021-02-07,2021-07-15
20154,11025,2021-08-03,2021-09-21
20049,11025,2021-10-07,2021-12-27
20131,11025,2022-01-11,2022-06-16
20053,11025,2022-07-24,2022-10-11
20002,11026,2015-07-27,2015-12-27
20135,11026,2016-01-02,2016-08-24
20113,11026,2016-09-21,2017-01-02
20078,11026,2017-02-13,2017-04-22
20170,11027,2022-12-18,2023-02-25
20176,11028,2018-09-02,2018-12-13
20179,11028,2018-12-25,2019-08-17
20155,11028,2019-09-07,2019-11-22
20163,11028,2020-01-04,2020-06-29
20134,11028,2020-07-12,2020-10-17
20146,11029,2023-11-18,2024-01-07
20100,11030,2025-03-16,2025-07-08
20081,11030,2025-07-25,2025-10-18
20095,11030,2025-11-27,2026-05-06
20103,11031,2025-06-30,2026-04-14
20076,11031,2026-05-28,2026-07-01
20017,11032,2017-01-15,2017-05-03
20172,11032,2017-06-06,2017-10-07
20011,11033,2019-08-09,2020-04-02
20142,11033,2020-04-24,2020-10-28
20159,11033,2020-12-05,2021-07-22
20176,11034,2018-11-21,2018-12-13
20072,11034,2018-12-31,2019-01-28
20180,11034,2019-02-04,2019-03-14
20018,11035,2025-03-09,2025-10-20
20097,11035,2025-11-04,2026-07-01
20006,11036,2023-06-02,2023-07-23
20161,11037,2025-03-04,2025-04-18
20175,11037,2025-05-28,2025-11-06
20132,11038,2022-08-02,2022-11-26
20083,11039,2015-03-10,2015-08-02
20030,11039,2015-09-05,2015-10-25
20017,11039,2015-11-05,2015-11-25
20170,11040,2022-04-21,2023-02-25
20118,11040,2023-03-14,2023-06-03
20115,11040,2023-06-28,2023-07-25
20006,11040,2023-07-30,2024-08-03
20105,11040,2024-09-14,2024-12-12
20100,11040,2024-12-21,2025-07-08
20175,11040,2025-07-22,2025-11-06
20147,11040,2025-12-04,2026-03-27
20103,11040,2026-04-29,2026-07-01
20130,11041,2022-03-20,2022-10-17
20018,11041,2022-11-04,2023-03-10
20031,11041,2023-04-10,2023-12-05
20063,11041,2024-01-12,2024-04-14
20012,11042,2021-10-18,2021-12-21
20090,11042,2022-01-17,2022-04-24
20015,11042,2022-05-25,2022-11-09
20134,11043,2020-09-01,2021-03-21
20126,11043,2021-04-12,2022-03-21
20074,11043,2022-04-20,2022-08-25
20115,11043,2022-09-11,2023-07-25
20139,11043,2023-09-02,2024-01-15
20146,11043,2024-02-28,2024-05-04
20018,11043,2024-05-22,2024-08-02
20161,11044,2024-11-14,2025-04-18
20175,11044,2025-05-25,2025-11-06
20019,11044,2025-11-15,2026-03-08
20037,11044,2026-03-22,2026-07-01
20053,11045,2022-03-09,2022-05-19
20025,11046,2019-10-05,2019-10-28
20129,11046,2019-11-08,2019-12-17
20179,11047,2020-03-26,2020-12-13
20159,11047,2021-01-12,2021-04-13
20159,11047,2021-04-20,2021-12-28
20131,11047,2022-01-26,2022-06-16
20124,11047,2022-07-15,2022-11-13
20170,11047,2022-12-06,2023-02-25
20018,11047,2023-04-06,2024-04-15
20103,11047,2024-05-02,2024-10-04
20105,11047,2024-10-24,2024-12-12
20006,11047,2025-01-10,2025-08-14
20103,11047,2025-09-04,2026-07-01
20007,11048,2016-08-21,2016-10-14
20172,11048,2016-11-02,2017-01-31
20017,11048,2017-03-13,2017-05-03
20096,11048,2017-05-27,2017-07-17
20075,11048,2017-08-23,2017-10-20
20026,11049,2016-09-02,2016-12-19
20078,11049,2017-01-26,2017-06-05
20043,11049,2017-06-16,2017-06-26
20097,11050,2025-12-04,2026-07-01
20124,11051,2022-09-17,2022-10-29
20160,11052,2018-10-31,2019-06-18
20067,11053,2026-05-02,2026-07-01
20085,11054,2020-07-03,2020-08-20
20179,11054,2020-09-11,2020-12-13
20114,11054,2021-01-11,2021-05-14
20054,11054,2021-05-27,2021-10-18
20094,11054,2021-10-31,2022-02-11
20132,11054,2022-03-07,2022-06-15
20045,11055,2018-07-24,2019-06-17
20054,11056,2020-11-12,2021-10-18
20130,11056,2021-10-25,2021-11-02
20036,11057,2025-06-19,2025-09-16
20036,11057,2025-10-12,2026-03-09
20117,11057,2026-03-20,2026-07-01
20170,11058,2022-12-22,2023-02-25
20031,11058,2023-04-04,2023-11-21
20072,11059,2018-12-02,2019-01-28
20011,11059,2019-02-25,2020-03-27
20134,11059,2020-05-02,2021-01-28
20068,11059,2021-03-01,2021-09-24
20003,11059,2021-10-01,2022-02-14
20068,11059,2022-03-06,2022-05-24
20170,11059,2022-05-31,2022-09-03
20170,11059,2022-09-26,2023-02-25
20115,11059,2023-04-03,2023-07-25
20091,11059,2023-08-25,2023-11-28
20146,11059,2023-12-03,2024-04-14
20151,11059,2024-05-20,2024-08-01
20010,11060,2022-11-10,2023-04-24
20130,11060,2023-05-24,2023-09-06
20139,11060,2023-10-11,2024-01-15
20104,11060,2024-02-18,2024-03-29
20105,11060,2024-04-17,2024-07-01
20018,11060,2024-07-11,2024-11-22
20045,11061,2019-01-17,2019-05-18
20179,11061,2019-06-18,2020-07-24
20040,11061,2020-08-04,2020-11-20
20093,11061,2021-01-01,2021-01-02
20124,11062,2022-03-18,2023-03-19
20083,11063,2015-09-13,2015-12-23
20167,11063,2016-01-01,2016-09-01
20137,11063,2016-09-14,2016-12-04
20029,11063,2016-12-14,2017-04-11
20096,11063,2017-04-30,2017-07-17
20156,11063,2017-08-26,2018-02-22
20176,11063,2018-03-30,2018-07-18
20156,11063,2018-07-28,2019-04-14
20011,11063,2019-04-30,2019-11-10
20093,11063,2019-12-11,2020-03-29
20163,11063,2020-05-04,2020-06-29
20142,11063,2020-07-08,2020-10-28
20093,11063,2020-11-08,2021-04-07
20126,11063,2021-05-05,2021-12-17
20131,11063,2022-01-26,2022-06-16
20126,11063,2022-07-10,2022-09-21
20130,11063,2022-10-20,2023-03-23
20031,11063,2023-03-30,2023-09-22
20091,11063,2023-10-28,2024-02-25
20123,11063,2024-03-04,2024-04-27
20006,11063,2024-05-07,2025-03-27
20010,11063,2025-05-10,2025-12-11
20120,11063,2026-01-13,2026-02-07
20059,11063,2026-03-10,2026-07-01
20005,11064,2020-08-26,2020-09-17
20011,11064,2020-09-23,2021-03-27
20131,11064,2021-04-10,2021-06-12
20020,11064,2021-06-23,2022-02-13
20053,11064,2022-02-26,2022-11-30
20170,11064,2022-12-10,2023-02-25
20010,11064,2023-03-27,2023-10-14
20010,11064,2023-11-17,2025-06-05
20070,11064,2025-06-11,2025-08-21
20103,11065,2025-03-13,2025-08-06
20103,11065,2025-09-12,2026-07-01
20046,11066,2025-08-07,2026-01-29
20060,11067,2021-02-21,2021-12-18
20126,11067,2022-01-29,2022-09-21
20058,11067,2022-11-01,2022-12-02
20132,11067,2022-12-25,2023-09-23
20113,11068,2016-12-24,2017-05-09
20128,11068,2017-06-16,2018-02-19
20108,11068,2018-03-21,2018-07-21
20045,11068,2018-08-03,2019-06-05
20006,11069,2025-06-03,2025-12-06
20158,11069,2026-01-15,2026-06-30
20179,11070,2018-04-23,2019-05-07
20178,11071,2020-04-07,2020-06-05
20047,11072,2016-06-29,2016-07-07
20017,11072,2016-07-27,2017-01-12
20082,11072,2017-01-19,2017-04-07
20083,11072,2017-05-12,2018-09-10
20160,11072,2018-09-29,2019-10-15
20025,11072,2019-10-25,2019-10-28
20005,11072,2019-11-10,2020-05-13
20163,11072,2020-06-09,2020-06-29
20174,11072,2020-07-31,2020-08-04
20077,11072,2020-09-15,2021-07-09
20054,11072,2021-08-01,2021-09-19
20102,11073,2021-12-02,2022-01-31
20018,11073,2022-03-06,2023-07-09
20109,11073,2023-08-10,2023-11-24
20018,11073,2023-12-30,2025-04-14
20175,11073,2025-05-10,2025-11-06
20009,11073,2025-12-17,2026-05-16
20117,11073,2026-06-16,2026-07-01
20074,11074,2021-06-27,2021-12-11
20170,11074,2022-01-17,2022-09-23
20115,11074,2022-10-29,2023-02-17
20115,11074,2023-03-28,2023-07-25
20018,11074,2023-08-10,2024-03-30
20146,11074,2024-04-23,2025-01-21
20165,11074,2025-02-24,2025-09-22
20081,11074,2025-09-28,2025-10-18
20177,11074,2025-11-18,2026-07-01
20145,11075,2019-06-13,2019-07-08
20160,11075,2019-08-12,2019-11-23
20179,11075,2019-12-19,2020-04-26
20174,11075,2020-05-30,2020-08-04
20005,11075,2020-09-10,2020-09-17
20093,11075,2020-10-30,2021-04-07
20126,11075,2021-05-05,2021-12-15
20132,11075,2022-01-13,2022-05-29
20030,11076,2015-02-11,2015-06-02
20088,11077,2025-05-11,2025-08-24
20012,11078,2021-12-07,2021-12-21
20126,11078,2022-01-18,2022-09-21
20051,11078,2022-10-10,2023-04-19
20146,11078,2023-04-28,2023-08-24
20031,11078,2023-09-28,2024-01-13
20100,11078,2024-02-13,2024-07-25
20161,11078,2024-09-05,2025-02-25
20107,11079,2018-03-04,2018-11-04
20045,11079,2018-12-16,2019-01-17
20127,11080,2026-04-26,2026-07-01
20163,11081,2019-12-03,2020-02-19
20105,11082,2024-12-05,2024-12-12
20100,11082,2024-12-22,2025-06-11
20070,11082,2025-07-08,2026-02-03
20158,11082,2026-03-17,2026-06-30
20093,11083,2020-11-13,2021-04-07
20068,11083,2021-05-06,2021-09-29
20012,11083,2021-10-29,2021-12-21
20130,11083,2022-01-11,2022-10-07
20130,11083,2022-10-17,2023-07-07
20139,11084,2023-10-22,2024-01-15
20123,11084,2024-02-11,2024-04-27
20169,11084,2024-05-13,2024-09-30
20169,11084,2024-10-28,2024-12-21
20014,11084,2025-01-04,2025-08-06
20168,11084,2025-08-28,2025-10-14
20097,11084,2025-10-25,2026-05-10
20157,11084,2026-05-22,2026-07-01
20063,11085,2024-01-28,2024-04-14
20087,11085,2024-04-20,2024-05-30
20065,11085,2024-07-04,2024-10-02
20165,11085,2024-11-03,2026-01-17
20046,11085,2026-02-18,2026-03-26
20067,11085,2026-04-08,2026-07-01
20060,11086,2021-01-03,2021-02-24
20155,11087,2019-08-02,2019-11-22
20179,11087,2019-12-30,2020-08-16
20119,11087,2020-09-26,2021-01-29
20012,11087,2021-02-04,2021-03-21
20130,11088,2022-05-16,2022-10-20
20114,11089,2021-04-11,2021-05-14
20003,11089,2021-05-31,2022-02-14
20131,11089,2022-03-04,2022-06-16
20115,11089,2022-07-05,2023-05-07
20031,11089,2023-05-12,2023-09-29
20091,11089,2023-10-08,2024-02-25
20014,11089,2024-03-02,2024-05-19
20103,11089,2024-06-10,2024-11-25
20103,11089,2024-12-19,2025-06-19
20177,11089,2025-07-11,2026-07-01
20025,11090,2019-03-07,2019-10-28
20013,11090,2019-11-29,2020-07-14
20005,11090,2020-08-20,2020-09-17
20093,11090,2020-10-11,2021-04-07
20132,11090,2021-05-16,2022-01-23
20018,11090,2022-02-27,2023-07-13
20123,11090,2023-08-15,2024-04-27
20010,11090,2024-05-08,2024-08-21
20041,11091,2019-02-13,2019-09-08
20160,11091,2019-09-23,2020-05-13
20119,11091,2020-06-24,2020-11-09
20173,11091,2020-12-03,2021-06-04
20003,11091,2021-06-30,2022-02-14
20105,11092,2024-07-08,2024-12-12
20169,11092,2024-12-18,2024-12-21
20088,11092,2025-01-07,2025-08-24
20081,11092,2025-09-15,2025-10-18
20101,11092,2025-11-09,2026-02-19
20077,11093,2020-04-14,2020-06-30
20023,11093,2020-07-20,2020-12-03
20061,11093,2020-12-21,2021-02-23
20122,11093,2021-03-19,2021-09-01
20018,11094,2025-01-08,2025-06-23
20036,11094,2025-07-04,2026-03-09
20028,11094,2026-04-21,2026-07-01
20026,11095,2017-02-20,2017-05-23
20032,11095,2017-07-01,2017-07-11
20041,11096,2019-04-08,2019-09-08
20163,11096,2019-10-12,2020-03-25
20093,11096,2020-04-27,2020-09-12
20023,11096,2020-10-17,2021-01-31
20131,11096,2021-02-05,2021-10-18
20027,11096,2021-11-08,2021-12-14
20132,11096,2022-01-08,2022-06-14
20074,11096,2022-07-21,2022-08-25
20010,11096,2022-09-21,2022-12-03
20132,11097,2022-09-23,2023-07-01
20148,11098,2025-06-06,2025-11-30
20095,11098,2025-12-19,2026-05-25
20064,11099,2018-02-22,2018-06-07
20179,11099,2018-06-16,2019-03-17
20179,11099,2019-03-26,2019-12-15
20152,11099,2019-12-24,2020-02-03
20086,11099,2020-02-14,2020-03-23
20142,11099,2020-04-05,2020-07-18
20119,11099,2020-08-30,2021-01-29
20154,11099,2021-02-08,2021-06-02
20027,11099,2021-06-10,2021-12-14
20074,11099,2022-01-24,2022-08-25
20124,11099,2022-09-20,2022-11-14
20010,11100,2023-03-09,2023-08-18
20063,11100,2023-09-09,2023-12-23
20068,11101,2021-02-06,2021-10-24
20101,11102,2025-09-29,2025-12-25
20025,11103,2019-08-23,2019-10-28
20163,11103,2019-11-03,2019-12-07
20084,11104,2016-03-13,2016-12-07
20082,11105,2017-02-05,2017-04-07
20128,11105,2017-05-21,2018-02-19
20108,11105,2018-02-26,2018-07-21
20179,11105,2018-07-27,2019-04-17
20086,11105,2019-04-30,2020-03-23
20160,11105,2020-04-26,2020-07-25
20093,11106,2020-10-13,2021-01-04
20139,11107,2023-08-08,2023-12-26
20123,11107,2024-01-09,2024-04-27
20103,11107,2024-05-07,2025-02-28
20081,11107,2025-04-03,2025-10-18
20010,11107,2025-11-13,2025-12-11
20158,11107,2026-01-16,2026-06-30
20031,11108,2023-05-31,2023-08-15
20165,11109,2025-04-25,2025-10-31
20067,11109,2025-12-11,2026-07-01
20128,11110,2016-12-22,2017-12-18
20133,11110,2018-01-17,2018-03-03
20004,11110,2018-04-16,2018-04-25
20008,11110,2018-05-18,2018-06-19
20077,11111,2020-10-16,2021-07-09
20138,11111,2021-08-18,2022-01-04
20034,11111,2022-01-10,2022-03-13
20018,11111,2022-04-22,2022-10-11
20058,11111,2022-11-14,2022-12-02
20018,11111,2022-12-13,2023-06-15
20109,11111,2023-07-25,2023-11-24
20014,11111,2024-01-03,2024-11-12
20006,11111,2024-12-19,2025-12-06
20056,11111,2026-01-03,2026-07-01
20160,11112,2019-08-15,2019-12-27
20179,11112,2020-01-22,2020-12-13
20126,11112,2021-01-03,2021-11-21
20130,11112,2021-11-28,2022-08-26
20015,11112,2022-09-20,2023-01-03
20130,11112,2023-01-31,2023-09-06
20109,11112,2023-10-01,2023-11-24
20018,11112,2023-12-20,2024-01-14
20115,11113,2023-05-07,2023-07-25
20123,11113,2023-08-01,2024-03-24
20123,11113,2024-04-17,2024-04-27
20014,11113,2024-06-03,2025-01-10
20166,11113,2025-01-15,2025-04-10
20165,11113,2025-04-29,2026-02-09
20046,11113,2026-03-15,2026-03-26
20076,11113,2026-04-19,2026-07-01
20161,11114,2024-10-25,2025-03-23
20100,11114,2025-05-04,2025-07-08
20010,11114,2025-07-13,2025-12-11
20070,11114,2026-01-15,2026-02-03
20039,11114,2026-02-08,2026-07-01
20163,11115,2020-05-18,2020-06-29
20119,11115,2020-07-08,2021-01-05
20160,11115,2021-01-20,2021-06-06
20177,11116,2025-07-27,2026-01-29
20039,11116,2026-02-24,2026-07-01
20078,11117,2016-10-13,2017-02-27
20133,11118,2016-05-19,2016-09-03
20008,11118,2016-09-20,2017-07-20
20108,11118,2017-08-26,2018-04-14
20050,11118,2018-04-27,2018-11-16
20045,11118,2018-12-22,2019-03-07
20013,11118,2019-04-11,2019-10-29
20011,11118,2019-12-01,2021-03-27
20159,11118,2021-04-09,2021-12-28
20130,11118,2022-02-01,2022-05-13
20132,11118,2022-05-27,2023-07-22
20031,11118,2023-08-31,2024-01-13
20105,11118,2024-02-18,2024-08-24
20010,11118,2024-09-30,2025-01-06
20175,11118,2025-01-15,2025-05-01
20014,11118,2025-06-01,2025-08-06
20081,11118,2025-09-02,2025-10-18
20010,11118,2025-10-26,2025-12-11
20127,11118,2025-12-17,2026-07-01
20165,11119,2025-07-03,2026-02-09
20024,11119,2026-02-16,2026-07-01
20153,11120,2026-01-06,2026-04-21
20157,11120,2026-05-17,2026-07-01
20035,11121,2018-06-18,2019-02-04
20011,11121,2019-02-28,2019-10-25
20049,11123,2021-07-15,2021-12-27
20020,11123,2022-02-09,2022-05-26
20014,11124,2024-05-03,2024-11-11
20100,11124,2024-12-18,2025-05-23
20148,11124,2025-07-05,2026-01-21
20127,11124,2026-02-05,2026-06-19
20054,11125,2020-09-17,2021-04-07
20054,11125,2021-04-15,2021-10-18
20060,11125,2021-10-29,2021-12-18
20131,11125,2022-01-07,2022-02-13
20090,11126,2021-07-31,2022-04-24
20131,11126,2022-05-27,2022-06-16
20058,11126,2022-07-21,2022-12-02
20115,11126,2022-12-14,2023-07-25
20006,11126,2023-08-01,2023-08-22
20076,11127,2025-12-04,2026-03-05
20157,11127,2026-03-24,2026-07-01
20060,11128,2021-10-06,2021-12-17
20160,11129,2021-06-14,2021-09-09
20012,11129,2021-09-26,2021-10-11
20080,11130,2026-03-13,2026-07-01
20169,11131,2024-10-18,2024-12-21
20161,11131,2025-01-28,2025-04-18
20168,11131,2025-05-10,2025-09-19
20179,11132,2018-09-02,2019-01-30
20160,11132,2019-03-02,2019-09-21
20086,11132,2019-10-21,2020-03-23
20160,11132,2020-03-31,2021-04-19
20154,11132,2021-05-15,2021-09-21
20034,11132,2021-11-01,2021-11-20
20180,11133,2018-03-04,2019-03-17
20179,11133,2019-04-30,2019-11-07
20152,11133,2019-11-13,2020-02-03
20013,11133,2020-02-18,2020-07-14
20179,11133,2020-08-04,2020-12-13
20012,11133,2020-12-18,2021-04-29
20012,11133,2021-05-15,2021-12-21
20034,11133,2022-01-26,2022-03-13
20074,11133,2022-03-21,2022-07-07
20018,11133,2022-08-19,2022-12-01
20130,11133,2022-12-25,2023-09-06
20031,11133,2023-09-28,2024-01-13
20105,11133,2024-01-31,2024-12-12
20151,11133,2025-01-12,2025-04-10
20070,11133,2025-05-23,2025-08-11
20067,11133,2025-09-07,2026-07-01
20111,11134,2026-05-06,2026-07-01
20025,11135,2019-09-22,2019-10-28
20149,11135,2019-11-21,2020-06-19
20179,11135,2020-07-03,2020-12-13
20132,11135,2021-01-01,2021-07-15
20012,11135,2021-07-22,2021-12-21
20131,11135,2022-01-01,2022-06-16
20130,11135,2022-07-08,2022-07-12
20130,11136,2021-09-28,2021-12-19
20148,11137,2025-08-18,2025-10-12
20083,11138,2015-02-18,2015-12-21
20121,11138,2016-01-23,2016-02-07
20107,11139,2018-04-13,2019-03-27
20025,11139,2019-04-12,2019-10-28
20011,11139,2019-11-04,2020-04-30
20061,11139,2020-05-24,2021-02-23
20131,11139,2021-03-17,2021-12-05
20055,11139,2021-12-18,2022-05-26
20152,11140,2019-09-23,2020-02-03
20178,11140,2020-02-17,2020-07-08
20160,11140,2020-08-18,2020-12-20
20114,11140,2021-01-14,2021-04-11
20126,11140,2021-04-29,2022-02-08
20020,11140,2022-03-11,2022-06-18
20170,11140,2022-06-27,2023-02-25
20115,11140,2023-04-10,2023-07-25
20104,11140,2023-09-06,2023-11-09
20067,11141,2025-12-17,2026-04-20
20158,11141,2026-05-31,2026-06-30
20107,11142,2018-11-29,2019-04-01
20045,11142,2019-04-15,2019-08-26
20086,11142,2019-09-15,2020-03-23
20013,11142,2020-04-12,2020-07-14
20085,11142,2020-08-01,2020-08-20
20011,11142,2020-09-22,2021-03-26
20160,11142,2021-04-27,2021-11-04
20130,11142,2021-12-06,2022-05-11
20100,11143,2024-04-25,2024-10-20
20103,11143,2024-11-22,2025-02-12
20020,11144,2022-03-30,2022-05-23
20030,11145,2015-04-19,2015-10-25
20135,11145,2015-12-02,2016-06-07
20007,11145,2016-06-14,2016-10-14
20083,11145,2016-11-01,2018-01-01
20176,11145,2018-02-06,2018-04-11
20176,11145,2018-05-20,2018-08-03
20103,11146,2026-02-11,2026-06-07
20059,11146,2026-06-28,2026-07-01
20142,11147,2019-11-29,2020-06-05
20160,11147,2020-06-15,2021-02-27
20143,11148,2016-05-12,2016-06-27
20016,11148,2016-07-06,2016-10-09
20121,11148,2016-10-19,2016-11-01
20172,11148,2016-11-07,2017-06-19
20071,11148,2017-07-14,2017-07-17
20179,11148,2017-08-08,2018-01-23
20021,11148,2018-02-19,2018-07-12
20075,11148,2018-08-01,2018-09-21
20160,11148,2018-10-07,2019-09-18
20011,11148,2019-10-16,2020-01-18
20178,11148,2020-02-27,2020-07-05
20011,11148,2020-07-29,2020-10-18
20068,11148,2020-11-29,2022-01-17
20130,11148,2022-01-31,2022-07-09
20074,11148,2022-07-20,2022-08-25
20015,11148,2022-08-31,2023-01-03
20170,11148,2023-01-08,2023-02-25
20031,11148,2023-03-02,2023-05-07
20077,11149,2020-09-17,2021-07-01
20049,11149,2021-07-22,2021-12-27
20003,11149,2022-01-26,2022-02-14
20058,11149,2022-03-15,2022-08-09
20005,11150,2019-07-03,2019-10-29
20018,11151,2022-12-11,2023-05-06
20018,11152,2022-12-27,2023-07-16
20139,11152,2023-08-12,2023-11-18
20179,11153,2018-09-25,2019-01-25
20145,11153,2019-03-10,2019-06-10
20160,11153,2019-07-16,2019-09-18
20095,11154,2025-11-13,2026-03-28
20063,11155,2023-12-30,2024-04-14
20014,11155,2024-04-21,2024-09-20
20046,11156,2025-06-25,2025-10-07
20081,11157,2025-05-07,2025-10-18
20036,11157,2025-11-15,2026-03-09
20059,11157,2026-04-12,2026-07-01
20112,11158,2026-01-19,2026-07-01
20146,11159,2023-01-12,2023-06-09
20108,11160,2017-10-09,2018-03-09
